x,y,WINDCHILL_FLAG,LOCAL_DAY,WIND_DIRECTION_FLAG,CLIMATE_IDENTIFIER,UTC_YEAR,PRECIP_AMOUNT_FLAG,WEATHER_ENG_DESC,LOCAL_MONTH,WEATHER_FRE_DESC,VISIBILITY_FLAG,HUMIDEX_FLAG,WIND_DIRECTION,STATION_PRESSURE,TEMP_FLAG,HUMIDEX,STATION_NAME,WINDCHILL,WIND_SPEED,DEW_POINT_TEMP,ID,LOCAL_DATE,LOCAL_YEAR,UTC_DAY,RELATIVE_HUMIDITY_FLAG,UTC_MONTH,UTC_DATE,DEW_POINT_TEMP_FLAG,STATION_PRESSURE_FLAG,RELATIVE_HUMIDITY,VISIBILITY,WIND_SPEED_FLAG,TEMP,PRECIP_AMOUNT,PROVINCE_CODE,LOCAL_HOUR
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-12,22,-9.0,3011240.1994.2.1.10,1994-02-01 10:00:00,1994,1,,2,1994-02-01T17:00:00,,M,75,,,-5.2,,AB,10
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,31,,,,CAMROSE,-10,26,-8.0,3011240.1994.2.1.11,1994-02-01 11:00:00,1994,1,,2,1994-02-01T18:00:00,,M,68,,,-3.0,,AB,11
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,30,,,,CAMROSE,-10,30,-7.3,3011240.1994.2.1.12,1994-02-01 12:00:00,1994,1,,2,1994-02-01T19:00:00,,M,72,,,-2.9,,AB,12
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-9,33,-6.0,3011240.1994.2.1.13,1994-02-01 13:00:00,1994,1,,2,1994-02-01T20:00:00,,M,74,,,-2.0,,AB,13
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,31,,,,CAMROSE,-9,33,-6.0,3011240.1994.2.1.14,1994-02-01 14:00:00,1994,1,,2,1994-02-01T21:00:00,,M,74,,,-2.0,,AB,14
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-9,26,-5.0,3011240.1994.2.1.15,1994-02-01 15:00:00,1994,1,,2,1994-02-01T22:00:00,,M,80,,,-2.0,,AB,15
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-10,33,-5.8,3011240.1994.2.1.16,1994-02-01 16:00:00,1994,1,,2,1994-02-01T23:00:00,,M,79,,,-2.7,,AB,16
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,34,,,,CAMROSE,-12,35,-7.0,3011240.1994.2.1.17,1994-02-01 17:00:00,1994,2,,2,1994-02-02T00:00:00,,M,80,,,-4.0,,AB,17
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-12,26,-8.0,3011240.1994.2.1.18,1994-02-01 18:00:00,1994,2,,2,1994-02-02T01:00:00,,M,79,,,-5.0,,AB,18
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-14,28,-9.0,3011240.1994.2.1.19,1994-02-01 19:00:00,1994,2,,2,1994-02-02T02:00:00,,M,79,,,-6.0,,AB,19
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-13,24,-9.0,3011240.1994.2.1.20,1994-02-01 20:00:00,1994,2,,2,1994-02-02T03:00:00,,M,79,,,-6.0,,AB,20
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-16,32,-9.9,3011240.1994.2.1.21,1994-02-01 21:00:00,1994,2,,2,1994-02-02T04:00:00,,M,79,,,-6.9,,AB,21
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-18,35,-11.0,3011240.1994.2.1.22,1994-02-01 22:00:00,1994,2,,2,1994-02-02T05:00:00,,M,79,,,-8.0,,AB,22
-112.81666666666666,53.05,,1,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-18,26,-12.0,3011240.1994.2.1.23,1994-02-01 23:00:00,1994,2,,2,1994-02-02T06:00:00,,M,79,,,-9.0,,AB,23
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,34,,,,CAMROSE,-19,28,-13.4,3011240.1994.2.2.0,1994-02-02 00:00:00,1994,2,,2,1994-02-02T07:00:00,,M,73,,,-9.5,,AB,0
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,34,,,,CAMROSE,-20,24,-16.0,3011240.1994.2.2.1,1994-02-02 01:00:00,1994,2,,2,1994-02-02T08:00:00,,M,67,,,-11.0,,AB,1
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,34,,,,CAMROSE,-20,20,-16.2,3011240.1994.2.2.2,1994-02-02 02:00:00,1994,2,,2,1994-02-02T09:00:00,,M,69,,,-11.6,,AB,2
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-20,13,-18.3,3011240.1994.2.2.3,1994-02-02 03:00:00,1994,2,,2,1994-02-02T10:00:00,,M,67,,,-13.4,,AB,3
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,30,,,,CAMROSE,-25,13,-20.9,3011240.1994.2.2.4,1994-02-02 04:00:00,1994,2,,2,1994-02-02T11:00:00,,M,75,,,-17.6,,AB,4
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-24,11,-21.0,3011240.1994.2.2.5,1994-02-02 05:00:00,1994,2,,2,1994-02-02T12:00:00,,M,71,,,-17.0,,AB,5
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-25,9,-23.2,3011240.1994.2.2.6,1994-02-02 06:00:00,1994,2,,2,1994-02-02T13:00:00,,M,66,,,-18.5,,AB,6
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-28,7,-24.1,3011240.1994.2.2.7,1994-02-02 07:00:00,1994,2,,2,1994-02-02T14:00:00,,M,80,,,-21.6,,AB,7
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-26,11,-24.5,3011240.1994.2.2.8,1994-02-02 08:00:00,1994,2,,2,1994-02-02T15:00:00,,M,62,,,-19.0,,AB,8
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-30,11,-28.6,3011240.1994.2.2.9,1994-02-02 09:00:00,1994,2,,2,1994-02-02T16:00:00,,M,56,,,-22.1,,AB,9
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,31,,,,CAMROSE,-24,15,-22.3,3011240.1994.2.2.10,1994-02-02 10:00:00,1994,2,,2,1994-02-02T17:00:00,,M,58,,,-16.0,,AB,10
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-22,17,-21.0,3011240.1994.2.2.11,1994-02-02 11:00:00,1994,2,,2,1994-02-02T18:00:00,,M,55,,,-14.0,,AB,11
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-20,15,-19.8,3011240.1994.2.2.12,1994-02-02 12:00:00,1994,2,,2,1994-02-02T19:00:00,,M,54,,,-12.3,,AB,12
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,27,,,,CAMROSE,-17,13,-18.4,3011240.1994.2.2.13,1994-02-02 13:00:00,1994,2,,2,1994-02-02T20:00:00,,M,54,,,-10.9,,AB,13
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,27,,,,CAMROSE,-17,11,-17.9,3011240.1994.2.2.14,1994-02-02 14:00:00,1994,2,,2,1994-02-02T21:00:00,,M,56,,,-10.8,,AB,14
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,31,,,,CAMROSE,-19,20,-18.0,3011240.1994.2.2.15,1994-02-02 15:00:00,1994,2,,2,1994-02-02T22:00:00,,M,54,,,-10.6,,AB,15
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,32,,,,CAMROSE,-17,13,-18.2,3011240.1994.2.2.16,1994-02-02 16:00:00,1994,2,,2,1994-02-02T23:00:00,,M,55,,,-10.9,,AB,16
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-21,9,-21.0,3011240.1994.2.2.17,1994-02-02 17:00:00,1994,3,,2,1994-02-03T00:00:00,,M,60,,,-15.0,,AB,17
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-28,11,-23.5,3011240.1994.2.2.18,1994-02-02 18:00:00,1994,3,,2,1994-02-03T01:00:00,,M,77,,,-20.5,,AB,18
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-30,17,-22.8,3011240.1994.2.2.19,1994-02-02 19:00:00,1994,3,,2,1994-02-03T02:00:00,,M,78,,,-20.0,,AB,19
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-29,17,-22.8,3011240.1994.2.2.20,1994-02-02 20:00:00,1994,3,,2,1994-02-03T03:00:00,,M,74,,,-19.4,,AB,20
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-27,13,-22.0,3011240.1994.2.2.21,1994-02-02 21:00:00,1994,3,,2,1994-02-03T04:00:00,,M,75,,,-18.6,,AB,21
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-30,17,-23.2,3011240.1994.2.2.22,1994-02-02 22:00:00,1994,3,,2,1994-02-03T05:00:00,,M,79,,,-20.5,,AB,22
-112.81666666666666,53.05,,2,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-30,15,-24.0,3011240.1994.2.2.23,1994-02-02 23:00:00,1994,3,,2,1994-02-03T06:00:00,,M,77,,,-21.0,,AB,23
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,27,,,,CAMROSE,-32,13,-25.2,3011240.1994.2.3.0,1994-02-03 00:00:00,1994,3,,2,1994-02-03T07:00:00,,M,79,,,-22.6,,AB,0
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,27,,,,CAMROSE,-25,9,-21.2,3011240.1994.2.3.1,1994-02-03 01:00:00,1994,3,,2,1994-02-03T08:00:00,,M,79,,,-18.5,,AB,1
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,30,,,,CAMROSE,-23,9,-20.0,3011240.1994.2.3.2,1994-02-03 02:00:00,1994,3,,2,1994-02-03T09:00:00,,M,77,,,-17.0,,AB,2
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-25,11,-21.1,3011240.1994.2.3.3,1994-02-03 03:00:00,1994,3,,2,1994-02-03T10:00:00,,M,75,,,-17.8,,AB,3
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-29,13,-22.7,3011240.1994.2.3.4,1994-02-03 04:00:00,1994,3,,2,1994-02-03T11:00:00,,M,84,,,-20.7,,AB,4
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-31,13,-25.0,3011240.1994.2.3.5,1994-02-03 05:00:00,1994,3,,2,1994-02-03T12:00:00,,M,77,,,-22.0,,AB,5
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,31,,,,CAMROSE,-29,15,-23.8,3011240.1994.2.3.6,1994-02-03 06:00:00,1994,3,,2,1994-02-03T13:00:00,,M,73,,,-20.2,,AB,6
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,30,,,,CAMROSE,-32,22,-24.9,3011240.1994.2.3.7,1994-02-03 07:00:00,1994,3,,2,1994-02-03T14:00:00,,M,68,,,-20.5,,AB,7
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-28,6,-27.8,3011240.1994.2.3.8,1994-02-03 08:00:00,1994,3,,2,1994-02-03T15:00:00,,M,63,,,-22.6,,AB,8
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-30,9,-29.1,3011240.1994.2.3.9,1994-02-03 09:00:00,1994,3,,2,1994-02-03T16:00:00,,M,58,,,-23.1,,AB,9
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-30,13,-27.1,3011240.1994.2.3.10,1994-02-03 10:00:00,1994,3,,2,1994-02-03T17:00:00,,M,59,,,-21.2,,AB,10
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-29,20,-23.0,3011240.1994.2.3.11,1994-02-03 11:00:00,1994,3,,2,1994-02-03T18:00:00,,M,71,,,-19.0,,AB,11
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-25,17,-21.3,3011240.1994.2.3.12,1994-02-03 12:00:00,1994,3,,2,1994-02-03T19:00:00,,M,65,,,-16.3,,AB,12
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-24,20,-20.4,3011240.1994.2.3.13,1994-02-03 13:00:00,1994,3,,2,1994-02-03T20:00:00,,M,61,,,-14.6,,AB,13
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-20,13,-20.3,3011240.1994.2.3.14,1994-02-03 14:00:00,1994,3,,2,1994-02-03T21:00:00,,M,55,,,-13.1,,AB,14
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,27,,,,CAMROSE,-19,11,-20.9,3011240.1994.2.3.15,1994-02-03 15:00:00,1994,3,,2,1994-02-03T22:00:00,,M,52,,,-13.0,,AB,15
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,25,,,,CAMROSE,-22,13,-21.2,3011240.1994.2.3.16,1994-02-03 16:00:00,1994,3,,2,1994-02-03T23:00:00,,M,57,,,-14.6,,AB,16
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,25,,,,CAMROSE,-22,9,-22.0,3011240.1994.2.3.17,1994-02-03 17:00:00,1994,4,,2,1994-02-04T00:00:00,,M,60,,,-16.0,,AB,17
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,26,,,,CAMROSE,-27,9,-23.2,3011240.1994.2.3.18,1994-02-03 18:00:00,1994,4,,2,1994-02-04T01:00:00,,M,76,,,-20.0,,AB,18
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,26,,,,CAMROSE,-29,9,-25.2,3011240.1994.2.3.19,1994-02-03 19:00:00,1994,4,,2,1994-02-04T02:00:00,,M,74,,,-21.8,,AB,19
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,25,,,,CAMROSE,-31,11,-25.5,3011240.1994.2.3.20,1994-02-03 20:00:00,1994,4,,2,1994-02-04T03:00:00,,M,80,,,-23.0,,AB,20
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,26,,,,CAMROSE,-31,17,-24.3,3011240.1994.2.3.21,1994-02-03 21:00:00,1994,4,,2,1994-02-04T04:00:00,,M,77,,,-21.4,,AB,21
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-31,20,-23.6,3011240.1994.2.3.22,1994-02-03 22:00:00,1994,4,,2,1994-02-04T05:00:00,,M,74,,,-20.1,,AB,22
-112.81666666666666,53.05,,3,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-31,17,-24.0,3011240.1994.2.3.23,1994-02-03 23:00:00,1994,4,,2,1994-02-04T06:00:00,,M,77,,,-21.0,,AB,23
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-32,15,-25.2,3011240.1994.2.4.0,1994-02-04 00:00:00,1994,4,,2,1994-02-04T07:00:00,,M,77,,,-22.2,,AB,0
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-33,19,-23.6,3011240.1994.2.4.1,1994-02-04 01:00:00,1994,4,,2,1994-02-04T08:00:00,,M,86,,,-21.9,,AB,1
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,27,,,,CAMROSE,-32,13,-25.4,3011240.1994.2.4.2,1994-02-04 02:00:00,1994,4,,2,1994-02-04T09:00:00,,M,82,,,-23.2,,AB,2
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-32,17,-23.8,3011240.1994.2.4.3,1994-02-04 03:00:00,1994,4,,2,1994-02-04T10:00:00,,M,83,,,-21.7,,AB,3
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-29,15,-22.7,3011240.1994.2.4.4,1994-02-04 04:00:00,1994,4,,2,1994-02-04T11:00:00,,M,79,,,-20.0,,AB,4
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-28,7,-25.0,3011240.1994.2.4.5,1994-02-04 05:00:00,1994,4,,2,1994-02-04T12:00:00,,M,77,,,-22.0,,AB,5
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-27,19,-20.4,3011240.1994.2.4.6,1994-02-04 06:00:00,1994,4,,2,1994-02-04T13:00:00,,M,79,,,-17.7,,AB,6
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-26,24,-20.0,3011240.1994.2.4.7,1994-02-04 07:00:00,1994,4,,2,1994-02-04T14:00:00,,M,71,,,-15.9,,AB,7
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,30,,,,CAMROSE,-26,24,-19.6,3011240.1994.2.4.8,1994-02-04 08:00:00,1994,4,,2,1994-02-04T15:00:00,,M,71,,,-15.6,,AB,8
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-24,32,-17.2,3011240.1994.2.4.9,1994-02-04 09:00:00,1994,4,,2,1994-02-04T16:00:00,,M,74,,,-13.5,,AB,9
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-23,30,-16.3,3011240.1994.2.4.10,1994-02-04 10:00:00,1994,4,,2,1994-02-04T17:00:00,,M,74,,,-12.6,,AB,10
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-21,28,-15.0,3011240.1994.2.4.11,1994-02-04 11:00:00,1994,4,,2,1994-02-04T18:00:00,,M,72,,,-11.0,,AB,11
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-17,22,-14.0,3011240.1994.2.4.12,1994-02-04 12:00:00,1994,4,,2,1994-02-04T19:00:00,,M,67,,,-9.0,,AB,12
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-13,13,-13.2,3011240.1994.2.4.13,1994-02-04 13:00:00,1994,4,,2,1994-02-04T20:00:00,,M,62,,,-7.2,,AB,13
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-13,26,-11.6,3011240.1994.2.4.14,1994-02-04 14:00:00,1994,4,,2,1994-02-04T21:00:00,,M,63,,,-5.6,,AB,14
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-12,20,-11.0,3011240.1994.2.4.15,1994-02-04 15:00:00,1994,4,,2,1994-02-04T22:00:00,,M,63,,,-5.0,,AB,15
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,28,,,,CAMROSE,-12,19,-11.3,3011240.1994.2.4.16,1994-02-04 16:00:00,1994,4,,2,1994-02-04T23:00:00,,M,64,,,-5.5,,AB,16
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,30,,,,CAMROSE,-13,15,-12.0,3011240.1994.2.4.17,1994-02-04 17:00:00,1994,5,,2,1994-02-05T00:00:00,,M,67,,,-7.0,,AB,17
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,26,,,,CAMROSE,-16,9,-14.4,3011240.1994.2.4.18,1994-02-04 18:00:00,1994,5,,2,1994-02-05T01:00:00,,M,77,,,-11.1,,AB,18
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,25,,,,CAMROSE,-17,11,-15.7,3011240.1994.2.4.19,1994-02-04 19:00:00,1994,5,,2,1994-02-05T02:00:00,,M,71,,,-11.5,,AB,19
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,25,,,,CAMROSE,-18,13,-15.0,3011240.1994.2.4.20,1994-02-04 20:00:00,1994,5,,2,1994-02-05T03:00:00,,M,75,,,-11.4,,AB,20
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,25,,,,CAMROSE,-15,11,-14.7,3011240.1994.2.4.21,1994-02-04 21:00:00,1994,5,,2,1994-02-05T04:00:00,,M,66,,,-9.5,,AB,21
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,23,,,,CAMROSE,-15,9,-14.8,3011240.1994.2.4.22,1994-02-04 22:00:00,1994,5,,2,1994-02-05T05:00:00,,M,70,,,-10.4,,AB,22
-112.81666666666666,53.05,,4,,3011240,1994,,NA,2,ND,,,23,,,,CAMROSE,-12,7,-14.0,3011240.1994.2.4.23,1994-02-04 23:00:00,1994,5,,2,1994-02-05T06:00:00,,M,62,,,-8.0,,AB,23
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,24,,,,CAMROSE,-11,11,-14.0,3011240.1994.2.5.0,1994-02-05 00:00:00,1994,5,,2,1994-02-05T07:00:00,,M,55,,,-6.5,,AB,0
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,23,,,,CAMROSE,-11,7,-13.4,3011240.1994.2.5.1,1994-02-05 01:00:00,1994,5,,2,1994-02-05T08:00:00,,M,63,,,-7.5,,AB,1
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,27,,,,CAMROSE,-14,13,-12.8,3011240.1994.2.5.2,1994-02-05 02:00:00,1994,5,,2,1994-02-05T09:00:00,,M,68,,,-8.0,,AB,2
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,30,,,,CAMROSE,-11,13,-11.4,3011240.1994.2.5.3,1994-02-05 03:00:00,1994,5,,2,1994-02-05T10:00:00,,M,65,,,-5.8,,AB,3
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,29,,,,CAMROSE,-11,11,-10.2,3011240.1994.2.5.4,1994-02-05 04:00:00,1994,5,,2,1994-02-05T11:00:00,,M,71,,,-5.8,,AB,4
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,33,,,,CAMROSE,-11,13,-9.0,3011240.1994.2.5.5,1994-02-05 05:00:00,1994,5,,2,1994-02-05T12:00:00,,M,79,,,-6.0,,AB,5
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,31,,,,CAMROSE,-11,13,-7.3,3011240.1994.2.5.6,1994-02-05 06:00:00,1994,5,,2,1994-02-05T13:00:00,,M,90,,,-5.9,,AB,6
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,31,,,,CAMROSE,-10,13,-6.4,3011240.1994.2.5.7,1994-02-05 07:00:00,1994,5,,2,1994-02-05T14:00:00,,M,92,,,-5.3,,AB,7
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,2,,,,CAMROSE,-15,15,-10.1,3011240.1994.2.5.8,1994-02-05 08:00:00,1994,5,,2,1994-02-05T15:00:00,,M,88,,,-8.5,,AB,8
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,1,,,,CAMROSE,-17,19,-11.2,3011240.1994.2.5.9,1994-02-05 09:00:00,1994,5,,2,1994-02-05T16:00:00,,M,87,,,-9.4,,AB,9
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,2,,,,CAMROSE,-18,17,-13.2,3011240.1994.2.5.10,1994-02-05 10:00:00,1994,5,,2,1994-02-05T17:00:00,,M,82,,,-10.8,,AB,10
-112.81666666666666,53.05,,5,,3011240,1994,,NA,2,ND,,,1,,,,CAMROSE,-17,15,-13.0,3011240.1994.2.5.11,1994-02-05 11:00:00,1994,5,,2,1994-02-05T18:00:00,,M,79,,,-10.0,,AB,11
