x,y,LOCAL_DAY,DIRECTION_MAX_GUST,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,LOCAL_MONTH,MAX_TEMPERATURE,SPEED_MAX_GUST_FLAG,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,STATION_NAME,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_SNOW,ID,TOTAL_PRECIPITATION,LOCAL_DATE,MAX_REL_HUMIDITY,LOCAL_YEAR,MEAN_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,TOTAL_RAIN,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,PROVINCE_CODE,SPEED_MAX_GUST
-111.38333333333334,58.2,26,,3062360,,,,,,,2,7.8,,,0,,,EMBARRAS A,19.1,-10,-1.1,0,3062360.1943.2.26,0,1943-02-26 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,27,,3062360,,,,,,,2,6.1,,,0,,,EMBARRAS A,19.1,-8.3,-1.1,0,3062360.1943.2.27,0,1943-02-27 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,28,,3062360,,,,,,,2,-2.8,,,0,,,EMBARRAS A,32.2,-25.6,-14.2,0,3062360.1943.2.28,0,1943-02-28 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,1,,3062360,,,,,,,3,-13.3,,,0,,,EMBARRAS A,38.8,-28.3,-20.8,0.3,3062360.1943.3.1,0.3,1943-03-01 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,2,,3062360,,,,,,,3,-5,,,0,,,EMBARRAS A,27.7,-14.4,-9.7,0.3,3062360.1943.3.2,0.3,1943-03-02 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,3,,3062360,T,,,,,,3,-2.8,,,0,,,EMBARRAS A,29.7,-20.6,-11.7,0,3062360.1943.3.3,0,1943-03-03 00:00:00,,1943,,,0,T,,,AB,
-111.38333333333334,58.2,4,,3062360,T,,,,,,3,-15,,,0,,,EMBARRAS A,38.9,-26.7,-20.9,0,3062360.1943.3.4,0,1943-03-04 00:00:00,,1943,,,0,T,,,AB,
-111.38333333333334,58.2,5,,3062360,,,,,,,3,-16.1,,,0,,,EMBARRAS A,38.6,-25,-20.6,0.3,3062360.1943.3.5,0.3,1943-03-05 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,6,,3062360,,,,,,,3,-12.2,,,0,,,EMBARRAS A,43.3,-38.3,-25.3,0,3062360.1943.3.6,0,1943-03-06 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,7,,3062360,,,,,,,3,-5,,,0,,,EMBARRAS A,32.2,-23.3,-14.2,0,3062360.1943.3.7,0,1943-03-07 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,8,,3062360,,,,,,,3,-4.4,,,0,,,EMBARRAS A,34.9,-29.4,-16.9,0,3062360.1943.3.8,0,1943-03-08 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,9,,3062360,,,,,,,3,-2.8,,,0,,,EMBARRAS A,32.8,-26.7,-14.8,0,3062360.1943.3.9,0,1943-03-09 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,10,,3062360,,,,,,,3,-2.8,,,0,,,EMBARRAS A,24.4,-10,-6.4,4.3,3062360.1943.3.10,4.3,1943-03-10 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,11,,3062360,,,,,,,3,-7.8,,,0,,,EMBARRAS A,34.4,-25,-16.4,0,3062360.1943.3.11,0,1943-03-11 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,12,,3062360,,,,,,,3,-11.1,,,0,,,EMBARRAS A,34.7,-22.2,-16.7,0,3062360.1943.3.12,0,1943-03-12 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,13,,3062360,,,,,,,3,-11.1,,,0,,,EMBARRAS A,41.6,-36.1,-23.6,0,3062360.1943.3.13,0,1943-03-13 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,14,,3062360,,,,,,,3,-11.7,,,0,,,EMBARRAS A,41.4,-35,-23.4,0,3062360.1943.3.14,0,1943-03-14 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,15,,3062360,,,,,,,3,-10.6,,,0,,,EMBARRAS A,36.4,-26.1,-18.4,0,3062360.1943.3.15,0,1943-03-15 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,16,,3062360,,,,,,,3,-4.4,,,0,,,EMBARRAS A,32.7,-25,-14.7,0,3062360.1943.3.16,0,1943-03-16 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,17,,3062360,,,,,,,3,0.6,,,0,,,EMBARRAS A,29.1,-22.8,-11.1,0,3062360.1943.3.17,0,1943-03-17 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,18,,3062360,T,,,,,,3,1.1,,,0,,,EMBARRAS A,26.6,-18.3,-8.6,0,3062360.1943.3.18,0,1943-03-18 00:00:00,,1943,,,0,T,,,AB,
-111.38333333333334,58.2,19,,3062360,T,,,,,,3,2.2,,,0,,,EMBARRAS A,22.5,-11.1,-4.5,0,3062360.1943.3.19,0,1943-03-19 00:00:00,,1943,,,0,T,,,AB,
-111.38333333333334,58.2,20,,3062360,,,,,,,3,1.7,,,0,,,EMBARRAS A,22.7,-11.1,-4.7,0.3,3062360.1943.3.20,0.3,1943-03-20 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,21,,3062360,,,,,,,3,5,,,0,,,EMBARRAS A,17.4,-3.9,0.6,0,3062360.1943.3.21,0,1943-03-21 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,22,,3062360,T,,,,,,3,5.6,,,0,,,EMBARRAS A,23.6,-16.7,-5.6,0,3062360.1943.3.22,0,1943-03-22 00:00:00,,1943,,,0,T,,,AB,
-111.38333333333334,58.2,23,,3062360,,,,,,,3,-4.4,,,0,,,EMBARRAS A,28,-15.6,-10,10.4,3062360.1943.3.23,10.4,1943-03-23 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,24,,3062360,,,,,,,3,-10,,,0,,,EMBARRAS A,30.2,-14.4,-12.2,12.2,3062360.1943.3.24,12.2,1943-03-24 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,25,,3062360,,,,,,,3,-12.2,,,0,,,EMBARRAS A,34.1,-20,-16.1,0.5,3062360.1943.3.25,0.5,1943-03-25 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,26,,3062360,,,,,,,3,-8.9,,,0,,,EMBARRAS A,41.1,-37.2,-23.1,0,3062360.1943.3.26,0,1943-03-26 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,27,,3062360,,,,,,,3,-2.2,,,0,,,EMBARRAS A,34.1,-30,-16.1,0,3062360.1943.3.27,0,1943-03-27 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,28,,3062360,,,,,,,3,-3.9,,,0,,,EMBARRAS A,25.3,-10.6,-7.3,4.3,3062360.1943.3.28,4.3,1943-03-28 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,29,,3062360,,,,,,,3,-2.8,,,0,,,EMBARRAS A,28,-17.2,-10,0.3,3062360.1943.3.29,0.3,1943-03-29 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,30,,3062360,,,,,,,3,-7.2,,,0,,,EMBARRAS A,33,-22.8,-15,0,3062360.1943.3.30,0,1943-03-30 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,31,,3062360,,,,,,,3,-1.7,,,0,,,EMBARRAS A,34.2,-30.6,-16.2,0,3062360.1943.3.31,0,1943-03-31 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,1,,3062360,,,,,,,4,1.7,,,0,,,EMBARRAS A,24.1,-13.9,-6.1,0,3062360.1943.4.1,0,1943-04-01 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,2,,3062360,,,,,,,4,7.2,,,0,,,EMBARRAS A,17.7,-6.7,0.3,0,3062360.1943.4.2,0,1943-04-02 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,3,,3062360,T,,,,,T,4,5,,,0,,,EMBARRAS A,20,-8.9,-2,0,3062360.1943.4.3,0,1943-04-03 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,4,,3062360,,,,,,,4,7.8,,,0,,,EMBARRAS A,26.1,-23.9,-8.1,0,3062360.1943.4.4,0,1943-04-04 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,5,,3062360,,,,,,,4,10,,,0,,,EMBARRAS A,14.1,-2.2,3.9,0,3062360.1943.4.5,0,1943-04-05 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,6,,3062360,,,,,,,4,10,,,0,,,EMBARRAS A,13.5,-1.1,4.5,0,3062360.1943.4.6,0,1943-04-06 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,7,,3062360,,,,,,,4,8.9,,,0,,,EMBARRAS A,14.4,-1.7,3.6,2.8,3062360.1943.4.7,2.8,1943-04-07 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,8,,3062360,,,,,,,4,5.6,,,0,,,EMBARRAS A,21.9,-13.3,-3.9,0,3062360.1943.4.8,0,1943-04-08 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,9,,3062360,,,,,,,4,7.2,,,0,,,EMBARRAS A,14.1,0.6,3.9,0,3062360.1943.4.9,0.8,1943-04-09 00:00:00,,1943,,,0.8,,,,AB,
-111.38333333333334,58.2,10,,3062360,T,,,,,T,4,9.4,,,0,,,EMBARRAS A,14.1,-1.7,3.9,0,3062360.1943.4.10,0,1943-04-10 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,11,,3062360,,,,,,,4,6.1,,,0,,,EMBARRAS A,19.4,-8.9,-1.4,0,3062360.1943.4.11,0,1943-04-11 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,12,,3062360,,,,,,,4,2.8,,,0,,,EMBARRAS A,18.8,-4.4,-0.8,0,3062360.1943.4.12,0,1943-04-12 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,13,,3062360,,,,,,,4,6.7,,,0,,,EMBARRAS A,21.1,-12.8,-3.1,0,3062360.1943.4.13,0,1943-04-13 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,14,,3062360,,,,,,,4,12.8,,,0,,,EMBARRAS A,11,1.1,7,0,3062360.1943.4.14,0,1943-04-14 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,15,,3062360,,,,,,,4,10.6,,,0,,,EMBARRAS A,14.1,-2.8,3.9,2.5,3062360.1943.4.15,2.5,1943-04-15 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,16,,3062360,,,,,,,4,2.8,,,0,,,EMBARRAS A,21.6,-10,-3.6,0,3062360.1943.4.16,0,1943-04-16 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,17,,3062360,,,,,,,4,11.1,,,0,,,EMBARRAS A,17.7,-10.6,0.3,0,3062360.1943.4.17,0,1943-04-17 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,18,,3062360,T,,,,,T,4,20.6,,,0,,,EMBARRAS A,7.1,1.1,10.9,0,3062360.1943.4.18,0,1943-04-18 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,19,,3062360,,,,,,,4,22.2,,,0,,,EMBARRAS A,6.3,1.1,11.7,0,3062360.1943.4.19,0,1943-04-19 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,20,,3062360,,,,,,,4,22.2,,,0,,,EMBARRAS A,3.5,6.7,14.5,0,3062360.1943.4.20,1,1943-04-20 00:00:00,,1943,,,1,,,,AB,
-111.38333333333334,58.2,21,,3062360,T,,,,,T,4,18.9,,,0,,,EMBARRAS A,6.9,3.3,11.1,0,3062360.1943.4.21,0,1943-04-21 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,22,,3062360,T,,,,,T,4,17.2,,,0,,,EMBARRAS A,8.8,1.1,9.2,0,3062360.1943.4.22,0,1943-04-22 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,23,,3062360,T,,,,,T,4,15,,,0,,,EMBARRAS A,10.5,0,7.5,0,3062360.1943.4.23,0,1943-04-23 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,24,,3062360,,,,,,,4,11.1,,,0,,,EMBARRAS A,13.3,-1.7,4.7,0,3062360.1943.4.24,0,1943-04-24 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,25,,3062360,T,,,,,T,4,10.6,,,0,,,EMBARRAS A,13,-0.6,5,0,3062360.1943.4.25,0,1943-04-25 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,26,,3062360,T,,,,,T,4,13.3,,,0,,,EMBARRAS A,12.4,-2.2,5.6,0,3062360.1943.4.26,0,1943-04-26 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,27,,3062360,,,,,,,4,8.9,,,0,,,EMBARRAS A,13.5,0,4.5,0,3062360.1943.4.27,0.8,1943-04-27 00:00:00,,1943,,,0.8,,,,AB,
-111.38333333333334,58.2,28,,3062360,,,,,,,4,8.9,,,0,,,EMBARRAS A,17.4,-7.8,0.6,0,3062360.1943.4.28,0,1943-04-28 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,29,,3062360,,,,,,,4,14.4,,,0,,,EMBARRAS A,13.8,-6.1,4.2,0,3062360.1943.4.29,0,1943-04-29 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,30,,3062360,,,,,,,4,16.7,,,0,,,EMBARRAS A,10.7,-2.2,7.3,0,3062360.1943.4.30,0,1943-04-30 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,1,,3062360,,,,,,,5,20,,,0,,,EMBARRAS A,7.7,0.6,10.3,0,3062360.1943.5.1,4.3,1943-05-01 00:00:00,,1943,,,4.3,,,,AB,
-111.38333333333334,58.2,2,,3062360,T,,,,,T,5,18.3,,,0,,,EMBARRAS A,8,1.7,10,0,3062360.1943.5.2,0,1943-05-02 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,3,,3062360,,,,,,,5,16.7,,,0,,,EMBARRAS A,6.6,6.1,11.4,0,3062360.1943.5.3,0,1943-05-03 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,4,,3062360,,,,,,,5,3.9,,,0,,,EMBARRAS A,16.3,-0.6,1.7,0,3062360.1943.5.4,0,1943-05-04 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,5,,3062360,,,,,,,5,3.3,,,0,,,EMBARRAS A,21.1,-9.4,-3.1,0,3062360.1943.5.5,0,1943-05-05 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,6,,3062360,,,,,,,5,3.9,,,0,,,EMBARRAS A,18.9,-5.6,-0.9,0,3062360.1943.5.6,0,1943-05-06 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,7,,3062360,,,,,,,5,6.7,,,0,,,EMBARRAS A,20.2,-11.1,-2.2,0,3062360.1943.5.7,0,1943-05-07 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,8,,3062360,,,,,,,5,7.2,,,0,,,EMBARRAS A,18.9,-8.9,-0.9,0,3062360.1943.5.8,0,1943-05-08 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,9,,3062360,,,,,,,5,6.1,,,0,,,EMBARRAS A,19.1,-8.3,-1.1,0,3062360.1943.5.9,0,1943-05-09 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,10,,3062360,,,,,,,5,7.2,,,0,,,EMBARRAS A,18.3,-7.8,-0.3,0,3062360.1943.5.10,0,1943-05-10 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,11,,3062360,,,,,,,5,11.7,,,0,,,EMBARRAS A,17.1,-10,0.9,0,3062360.1943.5.11,0,1943-05-11 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,12,,3062360,,,,,,,5,14.4,,,0,,,EMBARRAS A,14.4,-7.2,3.6,0,3062360.1943.5.12,0,1943-05-12 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,13,,3062360,,,,,,,5,17.2,,,0,,,EMBARRAS A,10.8,-2.8,7.2,1.8,3062360.1943.5.13,1.8,1943-05-13 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,14,,3062360,,,,,,,5,4.4,,,0,,,EMBARRAS A,16.6,-1.7,1.4,0.8,3062360.1943.5.14,0.8,1943-05-14 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,15,,3062360,,,,,,,5,8.9,,,0,,,EMBARRAS A,15.5,-3.9,2.5,0,3062360.1943.5.15,0,1943-05-15 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,16,,3062360,,,,,,,5,17.2,,,0,,,EMBARRAS A,11.9,-5,6.1,0,3062360.1943.5.16,0,1943-05-16 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,17,,3062360,,,,,,,5,19.4,,,0,,,EMBARRAS A,6.6,3.3,11.4,0,3062360.1943.5.17,0,1943-05-17 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,18,,3062360,,,,,,,5,19.4,,,0,,,EMBARRAS A,4.1,8.3,13.9,0,3062360.1943.5.18,0,1943-05-18 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,19,,3062360,T,,,,,T,5,19.4,,,0,,,EMBARRAS A,10.5,-4.4,7.5,0,3062360.1943.5.19,0,1943-05-19 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,20,,3062360,T,,,,,T,5,25.6,,,0,,,EMBARRAS A,0.2,10,17.8,0,3062360.1943.5.20,0,1943-05-20 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,21,,3062360,T,,,,,T,5,23.9,,,0,,,EMBARRAS A,2.1,7.8,15.9,0,3062360.1943.5.21,0,1943-05-21 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,22,,3062360,,,,,,,5,22.2,,,0,,,EMBARRAS A,0.8,12.2,17.2,0,3062360.1943.5.22,8.6,1943-05-22 00:00:00,,1943,,,8.6,,,,AB,
-111.38333333333334,58.2,23,,3062360,,,,,,,5,7.8,,,0,,,EMBARRAS A,11,6.1,7,0,3062360.1943.5.23,0,1943-05-23 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,24,,3062360,,,,,,,5,15,,,0,,,EMBARRAS A,11,-1.1,7,0,3062360.1943.5.24,0,1943-05-24 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,25,,3062360,,,,,,,5,16.1,,,0,,,EMBARRAS A,9.6,0.6,8.4,0,3062360.1943.5.25,0,1943-05-25 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,26,,3062360,,,,,,,5,18.3,,,0,,,EMBARRAS A,9.4,-1.1,8.6,0,3062360.1943.5.26,0,1943-05-26 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,27,,3062360,,,,,,,5,20.6,,,0,,,EMBARRAS A,8,-0.6,10,0,3062360.1943.5.27,0,1943-05-27 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,28,,3062360,,,,,,,5,20.6,,,0,,,EMBARRAS A,7.1,1.1,10.9,0,3062360.1943.5.28,0,1943-05-28 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,29,,3062360,,,,,,,5,21.1,,,0,,,EMBARRAS A,3.5,7.8,14.5,0,3062360.1943.5.29,0,1943-05-29 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,30,,3062360,,,,,,,5,15.6,,,0,,,EMBARRAS A,8.8,2.8,9.2,0,3062360.1943.5.30,7.9,1943-05-30 00:00:00,,1943,,,7.9,,,,AB,
-111.38333333333334,58.2,31,,3062360,,,,,,,5,9.4,,,0,,,EMBARRAS A,10.8,5,7.2,0,3062360.1943.5.31,9.4,1943-05-31 00:00:00,,1943,,,9.4,,,,AB,
-111.38333333333334,58.2,1,,3062360,,,,,,,6,3.3,,,0,,,EMBARRAS A,16.3,0,1.7,0,3062360.1943.6.1,8.9,1943-06-01 00:00:00,,1943,,,8.9,,,,AB,
-111.38333333333334,58.2,2,,3062360,,,,,,,6,5.6,,,0,,,EMBARRAS A,15.5,-0.6,2.5,0,3062360.1943.6.2,2.3,1943-06-02 00:00:00,,1943,,,2.3,T,,,AB,
-111.38333333333334,58.2,3,,3062360,,,,,,,6,8.3,,,0,,,EMBARRAS A,15.5,-3.3,2.5,0,3062360.1943.6.3,0,1943-06-03 00:00:00,,1943,,,0,,,,AB,
-111.38333333333334,58.2,4,,3062360,T,,,,,T,6,12.2,,,0,,,EMBARRAS A,11.3,1.1,6.7,0,3062360.1943.6.4,0,1943-06-04 00:00:00,,1943,,,0,,,,AB,
